sequence,frame,image_name,track_id,class_id,class_name,confidence,x1,y1,x2,y2,latency_ms,width,height,area,cx,cy,prev_cx,prev_cy,prev_frame,center_jump_px,center_jump_per_frame_px,frame_gap,low_confidence_risk,small_box_risk,border_risk,motion_jump_risk,track_length,short_track_risk,risk_score
1,15,000015.png,2,2,car,0.8532119989395142,1012.8742065429688,223.71815490722656,1229.50048828125,370.3145751953125,12.362204000964994,216.62628173828125,146.59642028808594,31756.637443150394,1121.1873474121094,297.01636505126953,876.7297973632812,250.51715850830078,4.0,248.840651793474,22.62187743577036,11.0,0.14678800106048584,0.7124063924979371,1.0,0.3431120438610941,6,0.16666666666666666,0.43995628972998246
1,0,000000.png,3,2,car,0.5810383558273315,382.49609375,195.105712890625,457.4599609375,244.2069854736328,48.4170460003952,74.9638671875,49.10127258300781,3680.8212766498327,419.97802734375,219.6563491821289,,,,0.0,0.0,1.0,0.41896164417266846,0.9684568851305186,0.0,0.0,17,0.058823529411764705,0.3072553174810356
1,1,000001.png,3,2,car,0.6670408844947815,374.6778869628906,196.32644653320312,452.5296325683594,247.2351226806641,14.314129999547731,77.85174560546875,50.908676147460966,3963.329304543326,413.603759765625,221.7807846069336,419.97802734375,219.6563491821289,0.0,6.718966663981942,6.718966663981942,1.0,0.3329591155052185,0.9658804214834493,0.0,0.10190835801577205,17,0.058823529411764705,0.31071648208870223
1,2,000002.png,3,2,car,0.7687891125679016,364.0753479003906,195.98892211914065,446.1715393066406,249.5631256103516,11.263946998951724,82.09619140625,53.57420349121094,4398.23806425184,405.1234436035156,222.77602386474612,413.603759765625,221.7807846069336,1.0,8.538516463041148,8.538516463041148,1.0,0.2312108874320984,0.9619140683233777,0.0,0.1295059547331458,17,0.058823529411764705,0.29138555361775137
1,3,000003.png,3,2,car,0.7598280906677246,348.1601867675781,193.05532836914065,439.29150390625,252.43724060058597,11.87778300300124,91.13131713867188,59.38191223144531,5411.551875864621,393.72584533691406,222.7462844848633,405.1234436035156,222.77602386474612,2.0,11.397637065530501,11.397637065530501,1.0,0.2401719093322754,0.952672680678005,0.0,0.17287099887463253,17,0.058823529411764705,0.3026187925990927
1,4,000004.png,3,2,car,0.7758581042289734,334.5185852050781,192.60659790039065,431.5290222167969,255.8606414794922,11.519218001922129,97.01043701171875,63.254043579101534,6136.302410366942,383.0238037109375,224.2336196899414,393.72584533691406,222.7462844848633,3.0,10.804899859619235,10.804899859619235,1.0,0.2241418957710266,0.9460629803474955,0.0,0.16388079570647524,17,0.058823529411764705,0.2950417983506393
1,5,000005.png,3,2,car,0.7000464797019958,308.5921325683594,193.4182891845703,410.4136962890625,260.5331420898437,12.214976999530336,101.82156372070312,67.11485290527338,6833.739271699911,359.50291442871094,226.975715637207,383.0238037109375,224.2336196899414,4.0,23.68018840319415,23.68018840319415,1.0,0.29995352029800415,0.9397023797912949,0.0,0.3591637283468041,17,0.058823529411764705,0.3615433175312258
1,6,000006.png,3,2,car,0.734666645526886,296.1718139648437,195.30567932128903,405.0594482421875,266.7057189941406,12.732642000628402,108.8876342773438,71.40003967285159,7774.581407285303,350.6156311035156,231.00569915771484,359.50291442871094,226.975715637207,5.0,9.758307849102703,9.758307849102703,1.0,0.265333354473114,0.9311219313769913,0.0,0.14800685576331196,17,0.058823529411764705,0.2983829682462695
1,7,000007.png,3,2,car,0.764832079410553,275.1802062988281,195.6029510498047,395.158203125,273.9020080566406,12.593727999046678,119.97799682617188,78.29905700683594,9394.164013058413,335.16920471191406,234.75247955322266,350.6156311035156,231.00569915771484,6.0,15.894352821154026,15.894352821154026,1.0,0.23516792058944702,0.9163513928605662,0.0,0.24107388512733277,17,0.058823529411764705,0.31115425941307295
1,8,000008.png,3,2,car,0.8925072550773621,249.59251403808597,197.77149963378903,382.1858825683594,283.7630310058594,12.531986998510549,132.5933685302734,85.99153137207034,11401.90680969949,315.88919830322266,240.76726531982422,335.16920471191406,234.75247955322266,7.0,20.196442630752934,20.196442630752934,1.0,0.10749274492263794,0.8980408465487244,0.0,0.3063248277883259,17,0.058823529411764705,0.2918860918992506
1,9,000009.png,3,2,car,0.816696286201477,219.06585693359372,198.5009002685547,367.2050476074219,294.0255432128906,11.96445700043114,148.13919067382815,95.52464294433594,14150.943295180334,293.1354522705078,246.26322174072266,315.88919830322266,240.76726531982422,8.0,23.408086113599747,23.408086113599747,1.0,0.18330371379852295,0.8729697268990604,0.0,0.3550366804045147,17,0.058823529411764705,0.3180025733423362
1,10,000010.png,3,2,car,0.8386995792388916,183.3801422119141,200.1028289794922,348.035888671875,305.3601379394531,12.6732759999868,164.6557464599609,105.25730895996094,17331.2207771691,265.70801544189453,252.73148345947266,293.1354522705078,246.26322174072266,9.0,28.17982790312636,28.17982790312636,1.0,0.1613004207611084,0.8439657039655027,0.0,0.42741095980862004,17,0.058823529411764705,0.3247945153472974
1,11,000011.png,3,2,car,0.8750948905944824,142.56715393066406,202.14170837402344,323.6066589355469,316.2001037597656,12.065377002727471,181.0395050048828,114.05839538574219,20649.075442285975,233.08690643310547,259.17090606689453,265.70801544189453,252.73148345947266,10.0,33.250607761066185,33.250607761066185,1.0,0.12490510940551758,0.8137069817809581,0.0,0.5043208292908191,17,0.058823529411764705,0.32887141044204055
1,12,000012.png,3,2,car,0.8733457922935486,88.88607788085938,203.67379760742188,296.4555053710937,332.5498962402344,12.90954999785754,207.56942749023432,128.8760986328125,26750.73801038786,192.67079162597653,268.1118469238281,233.08690643310547,259.17090606689453,11.0,41.3932694952961,41.3932694952961,1.0,0.12665420770645142,0.7580600257966683,0.0,0.6278227498557073,17,0.058823529411764705,0.3490547739616381
1,13,000013.png,3,2,car,0.892783522605896,36.11847305297852,209.5738067626953,267.6312866210937,351.4827880859375,12.569982001878088,231.51281356811518,141.9089813232422,32853.74753672891,151.8748798370361,280.5282974243164,192.67079162597653,268.1118469238281,12.0,42.64357702775512,42.64357702775512,1.0,0.107216477394104,0.702400785598853,0.0,0.6467864974109211,17,0.058823529411764705,0.3378044302327916
1,14,000014.png,3,2,car,0.9113096594810486,0.0,211.07920837402344,250.26161193847656,367.9897766113281,12.399010000081034,250.26161193847656,156.9105682373047,39268.69173725019,125.13080596923828,289.5344924926758,151.8748798370361,280.5282974243164,13.0,28.21979866433436,28.21979866433436,1.0,0.08869034051895142,0.6438967117363859,1.0,0.42801720699617996,17,0.058823529411764705,0.41677975863782474
1,15,000015.png,3,2,car,0.8515883684158325,0.0,217.16815185546875,222.5651092529297,373.5286254882813,12.362204000964994,222.5651092529297,156.36047363281256,34800.38589692676,111.28255462646484,295.348388671875,125.13080596923828,289.5344924926758,14.0,15.019169552113512,15.019169552113512,1.0,0.14841163158416748,0.6846475096780317,1.0,0.2277997472470389,17,0.058823529411764705,0.38980587605517264
1,16,000016.png,3,2,car,0.912204384803772,0.0,222.6856689453125,186.25796508789065,374.28564453125,13.114952998876106,186.25796508789065,151.5999755859375,28236.70296001062,93.12898254394533,298.48565673828125,111.28255462646484,295.348388671875,15.0,18.4226662097462,18.4226662097462,1.0,0.08779561519622803,0.744508075779285,1.0,0.2794214880946056,17,0.058823529411764705,0.3995294203903301
1,0,000000.png,4,2,car,0.5725991129875183,497.13037109375,186.30841064453125,525.4127197265625,209.9623260498047,48.4170460003952,28.2823486328125,23.653915405273438,668.9882820229977,511.27154541015625,198.13536834716797,,,,0.0,0.0,1.0,0.4274008870124817,0.9959247000438183,0.0,0.0,37,0.02702702702702703,0.3100892158159381
1,1,000001.png,4,2,car,0.5793145298957825,494.8994140625,187.9200592041016,525.17578125,213.15505981445312,14.314129999547731,30.2763671875,25.235000610351534,764.0241444557896,510.03759765625,200.53755950927734,511.27154541015625,198.13536834716797,0.0,2.7005831664080757,2.7005831664080757,1.0,0.42068547010421753,0.995057976196883,0.0,0.04096046459777779,37,0.02702702702702703,0.3184771329689295
1,2,000002.png,4,2,car,0.6385972499847412,492.8731689453125,188.4501495361328,520.83056640625,211.5846405029297,11.263946998951724,27.9573974609375,23.134490966796875,646.7801590152085,506.85186767578125,200.01739501953125,510.03759765625,200.53755950927734,1.0,3.2279167592814777,3.2279167592814777,1.0,0.3614027500152588,0.9961272373735567,0.0,0.048958673736746436,37,0.02702702702702703,0.30586985746676676
1,3,000003.png,4,2,car,0.6148831248283386,489.8859252929688,186.816650390625,518.0200805664062,209.9598388671875,11.87778300300124,28.134155273437443,23.1431884765625,651.1140581220375,503.9530029296875,198.38824462890625,506.85186767578125,200.01739501953125,2.0,3.3252891320032267,3.3252891320032267,1.0,0.3851168751716614,0.9960877123604727,0.0,0.05043554646382324,37,0.02702702702702703,0.3121597019350198
1,4,000004.png,4,2,car,0.6219072341918945,486.6009521484375,184.7168884277344,517.6524658203125,210.11538696289065,11.519218001922129,31.051513671875,25.39849853515625,788.6618245095015,502.126708984375,197.41613769531253,503.9530029296875,198.38824462890625,3.0,2.0688986115868717,2.0688986115868717,1.0,0.37809276580810547,0.9948332813891643,0.0,0.031379536609127505,37,0.02702702702702703,0.3053887859361951
1,5,000005.png,4,2,car,0.5481618046760559,482.0830993652344,184.2600250244141,513.5014038085938,209.96450805664065,12.214976999530336,31.418304443359375,25.704483032226562,807.5912734656595,497.79225158691406,197.11226654052737,502.126708984375,197.41613769531253,4.0,4.345095926342053,4.345095926342053,1.0,0.4518381953239441,0.9946606454557423,0.0,0.06590322789488523,37,0.02702702702702703,0.33242153894990983
1,6,000006.png,4,2,car,0.5807827115058899,481.0479431152344,183.72837829589844,515.609130859375,211.48712158203125,12.732642000628402,34.561187744140625,27.758743286132812,959.3751382534392,498.3285369873047,197.60774993896484,497.79225158691406,197.11226654052737,5.0,0.7301409650192757,0.7301409650192757,1.0,0.4192172884941101,0.9932763817491377,0.0,0.011074242601029464,37,0.02702702702702703,0.3102822131776665
1,7,000007.png,4,2,car,0.5896801948547363,478.3045959472656,185.4365081787109,511.9287414550781,212.0878143310547,12.593727999046678,33.6241455078125,26.65130615234378,896.1273960396657,495.1166687011719,198.7621612548828,498.3285369873047,197.60774993896484,6.0,3.413028475384462,3.413028475384462,1.0,0.41031980514526367,0.9938531990162012,0.0,0.05176631246766358,37,0.02702702702702703,0.31834622326052614
1,9,000009.png,4,2,car,0.4060290157794952,467.3330383300781,187.29193115234372,505.7907409667969,217.5528564453125,11.96445700043114,38.45770263671875,30.26092529296878,1163.7656664289545,486.5618896484375,202.42239379882812,495.1166687011719,198.7621612548828,7.0,9.304920575526651,4.652460287763326,2.0,0.5939709842205048,0.9914123470539962,0.0,0.0705651050780122,37,0.02702702702702703,0.3684705457894826
1,10,000010.png,4,2,car,0.4632661342620849,463.3638000488281,186.9783935546875,504.3101501464844,219.21917724609372,12.6732759999868,40.94635009765625,32.24078369140622,1320.1424164511252,483.83697509765625,203.09878540039062,486.5618896484375,202.42239379882812,9.0,2.80760839643346,2.80760839643346,1.0,0.536733865737915,0.989986196389595,0.0,0.042583744784091944,37,0.02702702702702703,0.34688069596247484
1,11,000011.png,4,2,car,0.3929972350597381,457.7814331054688,186.93179321289065,500.41802978515625,220.6328125,12.065377002727471,42.63659667968744,33.70101928710935,1436.8967670388488,479.0997314453125,203.7823028564453,483.83697509765625,203.09878540039062,10.0,4.786300610534468,4.786300610534468,1.0,0.6070027649402618,0.9889214006661975,0.0,0.07259509692229749,37,0.02702702702702703,0.3717377996529334
1,12,000012.png,4,2,car,0.5077206492424011,454.5138549804688,187.19021606445312,498.9604797363281,221.48880004882807,12.90954999785754,44.44662475585932,34.29858398437494,1524.4562920108392,476.73716735839844,204.3395080566406,479.0997314453125,203.7823028564453,11.0,2.4273826850953566,2.4273826850953566,1.0,0.4922793507575989,0.9881228607637136,0.0,0.03681676008902557,37,0.02702702702702703,0.3339526539184529
1,13,000013.png,4,2,car,0.570732593536377,448.0812377929688,189.9419860839844,491.837158203125,223.7205047607422,12.569982001878088,43.75592041015619,33.778518676757784,1478.010174793188,469.9591979980469,206.83124542236328,476.73716735839844,204.3395080566406,12.0,7.221469639180324,7.221469639180324,1.0,0.42926740646362305,0.9885464477798104,0.0,0.10952995455903553,37,0.02702702702702703,0.33646268386568084
1,14,000014.png,4,2,car,0.536283016204834,442.594482421875,191.35997009277344,486.935302734375,225.2614288330078,12.399010000081034,44.3408203125,33.901458740234375,1503.218490332365,464.764892578125,208.31069946289062,469.9591979980469,206.83124542236328,13.0,5.40088817264924,5.40088817264924,1.0,0.463716983795166,0.9883165487957892,0.0,0.08191671026617359,37,0.02702702702702703,0.3381257873285468
1,15,000015.png,4,2,car,0.6947811245918274,438.010009765625,192.1545867919922,484.026611328125,226.9012451171875,12.362204000964994,46.0166015625,34.74665832519531,1598.9231317788363,461.018310546875,209.52791595458984,464.764892578125,208.31069946289062,14.0,3.9393518381264108,3.9393518381264108,1.0,0.3052188754081726,0.9874437257068978,0.0,0.059749199176999356,37,0.02702702702702703,0.29278481784172666
1,16,000016.png,4,2,car,0.6095917820930481,430.1501770019531,190.5435485839844,481.08544921875,228.7085723876953,13.114952998876106,50.935272216796875,38.16502380371091,1943.9458766025477,455.61781311035156,209.62606048583984,461.018310546875,209.52791595458984,15.0,5.401389164919568,5.401389164919568,1.0,0.3904082179069519,0.9842971299585268,0.0,0.08192430894945346,37,0.02702702702702703,0.31899661175986077
1,17,000017.png,4,2,car,0.6543769836425781,422.2590942382813,189.73553466796875,476.8830261230469,230.3854522705078,12.374075999105116,54.62393188476557,40.64991760253906,2220.4583302424267,449.57106018066406,210.06049346923828,455.61781311035156,209.62606048583984,16.0,6.062338905880208,6.062338905880208,1.0,0.3456230163574219,0.9817753457456064,0.0,0.09194910981553345,37,0.02702702702702703,0.30980215474641415
1,18,000018.png,4,2,car,0.6785085797309875,413.3336791992188,191.3331451416016,469.2061767578125,232.71929931640625,12.588977999257622,55.87249755859369,41.38615417480466,2312.3477980913553,441.2699279785156,212.0262222290039,449.57106018066406,210.06049346923828,17.0,8.530702514712107,8.530702514712107,1.0,0.32149142026901245,0.9809373169107212,0.0,0.12938743849640044,37,0.02702702702702703,0.3129612321275515
1,19,000019.png,4,2,car,0.672671377658844,406.947265625,193.44293212890625,464.29193115234375,235.2802581787109,12.292152998270469,57.34466552734375,41.83732604980466,2399.1474688844737,435.6195983886719,214.3615951538086,441.2699279785156,212.0262222290039,18.0,6.113934181177831,6.113934181177831,1.0,0.327328622341156,0.9801457068526157,0.0,0.09273166910625576,37,0.02702702702702703,0.3050982682864302
1,20,000020.png,4,2,car,0.7459607720375061,396.0762939453125,193.96310424804688,460.8206176757813,241.1068115234375,12.542673001007644,64.7443237304688,47.143707275390625,3052.2874456923482,428.4484558105469,217.5349578857422,435.6195983886719,214.3615951538086,19.0,7.841907733722854,7.841907733722854,1.0,0.2540392279624939,0.974189092383141,0.0,0.11894030448742647,37,0.02702702702702703,0.2921367556431623
1,21,000021.png,4,2,car,0.7916486263275146,386.3390197753906,193.9493103027344,454.41351318359375,242.913818359375,12.588977999257622,68.07449340820312,48.9645080566406,3333.234080937689,420.3762664794922,218.4315643310547,428.4484558105469,217.5349578857422,20.0,8.121831302986356,8.121831302986356,1.0,0.20835137367248535,0.9716268685841453,0.0,0.12318597986284971,37,0.02702702702702703,0.2812637661547169
1,22,000022.png,4,2,car,0.7337229251861572,375.84869384765625,193.62582397460935,448.2770385742188,245.19070434570312,12.375263999274466,72.42834472656256,51.56488037109378,3734.758931301539,412.0628662109375,219.40826416015625,420.3762664794922,218.4315643310547,21.0,8.370577434166186,8.370577434166186,1.0,0.2662770748138428,0.967964975546729,0.0,0.1269587787259846,37,0.02702702702702703,0.29595601254835674
1,23,000023.png,4,2,car,0.8010671138763428,363.0294494628906,193.5811309814453,440.3508911132813,248.2618560791016,13.009283000428695,77.32144165039068,54.68072509765628,4227.992495039483,401.69017028808594,220.92149353027344,412.0628662109375,219.40826416015625,22.0,10.482494160958387,10.482494160958387,1.0,0.19893288612365723,0.9634667021491167,0.0,0.15899078255287774,37,0.02702702702702703,0.28622831165301116
1,24,000024.png,4,2,car,0.7422765493392944,350.22418212890625,193.68258666992188,430.8224792480469,250.03244018554688,12.507054998422973,80.59829711914062,56.349853515625,4541.702236272395,390.52333068847656,221.85751342773438,401.69017028808594,220.92149353027344,23.0,11.206000173650136,11.206000173650136,1.0,0.25772345066070557,0.9606056799330583,0.0,0.1699643910637225,37,0.02702702702702703,0.30309715047177277
1,25,000025.png,4,2,car,0.7475631833076477,335.4591064453125,194.0393524169922,422.29241943359375,254.0064697265625,12.713645002804697,86.83331298828125,59.96711730957031,5207.143466346897,378.8757629394531,224.02291107177734,390.52333068847656,221.85751342773438,24.0,11.847142331588564,11.847142331588564,1.0,0.2524368166923523,0.954536878450382,0.0,0.17968876503932907,37,0.02702702702702703,0.30299282517705084
1,26,000026.png,4,2,car,0.827773928642273,317.17657470703125,195.6677703857422,412.02587890625,260.45245361328125,12.464310999348529,94.84930419921875,64.78468322753906,6144.782126898877,364.6012268066406,228.06011199951172,378.8757629394531,224.02291107177734,25.0,14.834465717978148,14.834465717978148,1.0,0.17222607135772705,0.9459856456198954,0.0,0.22499829497062632,37,0.02702702702702703,0.2925572747601215
1,27,000027.png,4,2,car,0.8473882079124451,297.66143798828125,197.6974029541016,400.6162109375,267.0426025390625,12.731454000459053,102.95477294921875,69.34519958496091,7139.419278387909,349.1388244628906,232.37000274658203,364.6012268066406,228.06011199951172,26.0,16.051823712329007,16.051823712329007,1.0,0.15261179208755493,0.936914588482354,0.0,0.24346228810021076,37,0.02702702702702703,0.29045549179746627
1,28,000028.png,4,2,car,0.7879850268363953,280.91973876953125,198.29742431640625,386.1032104492188,267.3941650390625,12.819315001252107,105.18347167968756,69.09674072265625,7267.835070960227,333.511474609375,232.84579467773438,349.1388244628906,232.37000274658203,27.0,15.634591181285314,15.634591181285314,1.0,0.21201497316360474,0.9357434408029793,0.0,0.23713401110825014,37,0.02702702702702703,0.30348998828261364
1,29,000029.png,4,2,car,0.8249963521957397,255.26080322265625,198.09857177734372,371.6904296875,273.0650329589844,12.638845000765286,116.42962646484375,74.96646118164065,8728.31707276963,313.4756164550781,235.58180236816406,333.511474609375,232.84579467773438,28.0,20.221803828076144,20.221803828076144,1.0,0.17500364780426025,0.9224238944066572,0.0,0.3067094878269561,37,0.02702702702702703,0.3089671168431896
1,30,000030.png,4,2,car,0.8629002571105957,227.4723052978516,198.43731689453125,355.33917236328125,279.0231628417969,12.701772000582425,127.86686706542966,80.58584594726562,10304.259651094208,291.4057388305664,238.73023986816406,313.4756164550781,235.58180236816406,29.0,22.293320906772262,22.293320906772262,1.0,0.1370997428894043,0.9080513514626647,0.0,0.3381287394245583,37,0.02702702702702703,0.30447144492507766
1,31,000031.png,4,2,car,0.8654884099960327,193.27122497558597,200.69354248046875,338.36053466796875,290.25372314453125,12.655467002332443,145.08930969238278,89.5601806640625,12994.224788473917,265.81587982177734,245.4736328125,291.4057388305664,238.73023986816406,30.0,26.46345088025034,26.46345088025034,1.0,0.13451159000396729,0.8835189605071929,0.0,0.40137821208344626,37,0.02702702702702703,0.31473029667734603
1,32,000032.png,4,2,car,0.8571860790252686,152.20913696289062,202.7170562744141,317.3514099121094,302.50360107421875,15.782824997586433,165.14227294921875,99.78654479980466,16478.976817988787,234.7802734375,252.6103286743164,265.81587982177734,245.4736328125,31.0,31.84558511731044,31.84558511731044,1.0,0.14281392097473145,0.8517381400114273,0.0,0.48301047641056377,37,0.02702702702702703,0.33085778140266336
1,33,000033.png,4,2,car,0.873633861541748,103.87554168701172,204.40835571289065,291.6566772460937,315.203857421875,16.895328000828158,187.78113555908197,110.79550170898435,20805.30512575129,197.7661094665527,259.8061065673828,234.7802734375,252.6103286743164,32.0,37.7071286888105,37.7071286888105,1.0,0.12636613845825195,0.8122821723585751,0.0,0.5719140698770427,37,0.02702702702702703,0.34108054060959275
1,34,000034.png,4,2,car,0.8859502077102661,46.69826126098633,206.09523010253903,263.5092468261719,331.429931640625,16.31829799953266,216.81098556518555,125.33470153808597,27173.940165990796,155.1037540435791,268.76258087158203,197.7661094665527,259.8061065673828,33.0,43.59237321135322,43.59237321135322,1.0,0.11404979228973389,0.7542004364695878,0.0,0.6611771419843547,37,0.02702702702702703,0.34870087491649376
1,35,000035.png,4,2,car,0.9377427697181702,2.2174434661865234,209.20089721679688,250.85745239257807,354.6315002441406,16.179383997950936,248.64000892639154,145.43060302734375,36159.866434889256,126.5374479293823,281.91619873046875,155.1037540435791,268.76258087158203,34.0,31.449189302549936,31.449189302549936,1.0,0.062257230281829834,0.6722490932115126,1.0,0.4769982354475127,37,0.02702702702702703,0.4233177391286922
1,36,000036.png,4,2,car,0.9203864336013794,0.0,213.33663940429688,230.60780334472656,369.358642578125,13.214687001891434,230.60780334472656,156.02200317382812,35979.89142536046,115.30390167236328,291.34764099121094,126.5374479293823,281.91619873046875,35.0,14.66781049190027,14.66781049190027,1.0,0.0796135663986206,0.6738904592034436,1.0,0.22247059074262546,37,0.02702702702702703,0.3643531851800543
1,37,000037.png,4,2,car,0.9083172082901,0.0,218.29244995117188,193.7305450439453,372.01080322265625,12.429878999682842,193.7305450439453,153.71835327148438,29779.940362542402,96.86527252197266,295.15162658691406,115.30390167236328,291.34764099121094,36.0,18.826931543880214,18.826931543880214,1.0,0.09168279170990001,0.7304338029309407,1.0,0.28555308815524333,37,0.02702702702702703,0.3944497846065281
1,0,000000.png,5,2,car,0.5663512349128723,690.3040161132812,182.21144104003903,746.4613037109375,237.09886169433597,48.4170460003952,56.15728759765625,54.88742065429693,3082.3286671768906,718.3826599121094,209.6551513671875,,,,0.0,0.0,1.0,0.4336487650871277,0.9739151174605676,0.0,0.0,15,0.06666666666666667,0.31319521476389545
1,1,000001.png,5,2,car,0.5884189605712891,695.7199096679688,183.60992431640625,758.0097045898438,244.4645538330078,14.314129999547731,62.289794921875,60.85462951660156,3790.6223926357925,726.8648071289062,214.03723907470703,718.3826599121094,209.6551513671875,0.0,9.547225465223326,9.547225465223326,1.0,0.41158103942871094,0.9674555026712134,0.0,0.14480531299297564,15,0.06666666666666667,0.3425876886396643
1,2,000002.png,5,2,car,0.7802520394325256,700.3489379882812,183.03749084472656,766.31494140625,247.49008178710935,11.263946998951724,65.96600341796875,64.45259094238278,4251.6798344021645,733.3319396972656,215.26378631591797,726.8648071289062,214.03723907470703,1.0,6.58241762513263,6.58241762513263,1.0,0.21974796056747437,0.9632506744163163,0.0,0.09983728235284885,15,0.06666666666666667,0.2825464456133441
1,3,000003.png,5,2,car,0.8200092911720276,708.395751953125,180.9418487548828,779.1040649414062,249.7870178222656,11.87778300300124,70.70831298828125,68.84516906738278,4867.925762147641,743.7499084472656,215.36443328857422,733.3319396972656,215.26378631591797,2.0,10.418454908914345,10.418454908914345,1.0,0.1799907088279724,0.9576305324248495,0.0,0.15801948215048836,15,0.06666666666666667,0.2860286542295851
1,4,000004.png,5,2,car,0.8742489218711853,716.822265625,179.0583038330078,793.952392578125,253.86175537109372,11.519218001922129,77.130126953125,74.80345153808591,5769.5997136645,755.3873291015625,216.46002960205078,743.7499084472656,215.36443328857422,3.0,11.688878935430846,11.688878935430846,1.0,0.1257510781288147,0.9494072965227947,0.0,0.17728834193217313,15,0.06666666666666667,0.2756413143198059
1,5,000005.png,5,2,car,0.8146823048591614,728.5906982421875,179.65585327148438,811.2536010742188,258.8176574707031,12.214976999530336,82.66290283203125,79.16180419921875,6543.744528528303,769.9221496582031,219.23675537109375,755.3873291015625,216.46002960205078,4.0,14.797675986796378,14.797675986796378,1.0,0.18531769514083862,0.9423471220281581,0.0,0.2244402953132275,15,0.06666666666666667,0.3009089220191482
